Gene_name,logFC,PValue
---,-0.4833928,3.61E-03
MMRN2,-0.5547402,3.61E-03
FAM193A,-0.3583121,3.61E-03
NPY1R,0.2739056,3.61E-03
ANKRD33,-0.1884375,3.61E-03
GYPA,-0.1539942,3.61E-03
PRB1,-0.2387403,3.61E-03
LOC732160 /// NDUFA10,-0.2899867,3.61E-03
CSF2,-0.200181,3.61E-03
GSG1,-0.187457,3.61E-03
DSC2,0.7304257,3.62E-03
SMARCC2,-0.3820127,3.62E-03
DOK6,0.7394356,3.62E-03
GLB1L3,-0.1607605,3.62E-03
MED6,0.290685,3.62E-03
RRM2B,0.2423422,3.62E-03
AK5,0.6437837,3.62E-03
MTIF2,0.2564551,3.62E-03
RHOBTB1,0.8535205,3.63E-03
PCNX,0.3358602,3.63E-03
SERP1,0.4558551,3.63E-03
MERTK,1.0802209,3.63E-03
POMT2,-0.4145147,3.63E-03
BTNL3,-0.1831135,3.63E-03
GAPVD1,0.2380676,3.63E-03
GALNT14,-0.2336569,3.63E-03
CYP2C19,-0.2272543,3.64E-03
XYLT2,-0.359577,3.64E-03
CPNE4,-0.2278289,3.64E-03
REXO1,-0.2583756,3.64E-03
TRAF6,0.2969795,3.64E-03
DAD1L,-0.2031161,3.64E-03
NLRP1,0.6579394,3.65E-03
IFIH1,0.8177084,3.65E-03
SNX27,-0.3083268,3.65E-03
FAM84A,-0.3667321,3.66E-03
FAM133B /// LOC728640,0.4428702,3.66E-03
UBAP2,-0.365895,3.66E-03
FMNL1,-0.2351097,3.66E-03
RBM12B,-0.4189078,3.67E-03
SIGMAR1,0.5324445,3.67E-03
GORASP2,0.4027813,3.67E-03
TPR,0.5402443,3.67E-03
SNAP91,-0.3687046,3.67E-03
UBQLN1,-0.4761821,3.67E-03
ULK2,0.4097097,3.67E-03
PCDP1,-0.2597263,3.67E-03
WARS2,0.8419197,3.67E-03
S100PBP,0.3279564,3.67E-03
DIS3L2,-0.3948577,3.68E-03
COX7A2,-0.1601158,3.68E-03
RBM4B,0.3940039,3.68E-03
MNT,-0.2721674,3.69E-03
C17orf55,-0.2426693,3.69E-03
RBM4,0.4347069,3.69E-03
N4BP2L1,-0.7584503,3.69E-03
ROGDI,0.3914575,3.69E-03
SERPINB2,-0.1502419,3.69E-03
CASZ1,-0.2862725,3.70E-03
CDH1,0.6143884,3.70E-03
SLC39A1,0.3494012,3.70E-03
B2M,0.2132744,3.70E-03
IVNS1ABP,-0.4471029,3.70E-03
WDR45L,0.3475957,3.70E-03
APP,0.3944392,3.70E-03
ZNF137,-0.4151485,3.70E-03
SIAH1,0.4485161,3.70E-03
HOXC11,-0.1797294,3.70E-03
POLA2,0.353462,3.70E-03
IREB2,-0.2234665,3.70E-03
SHC4,-0.4422166,3.71E-03
GPD1L,0.5549279,3.71E-03
TRA2B,-0.6840102,3.71E-03
EIF4G3,0.2318327,3.71E-03
BRAF,-0.2995329,3.71E-03
CAMK2N2,-0.1977722,3.71E-03
C6orf48,0.2389705,3.71E-03
MRPS11,0.2689336,3.71E-03
UBB,-0.4602405,3.72E-03
TRIM77,-0.2165375,3.72E-03
BATF3,0.6850433,3.72E-03
FKBP15,0.5077863,3.72E-03
NPFF,-0.4912435,3.72E-03
ECM2,-0.7809968,3.72E-03
LRRC57,0.4962154,3.72E-03
TDG,-0.1871025,3.72E-03
ZNF445,0.3444549,3.73E-03
TMEM55B,0.1752311,3.73E-03
CD47,-0.6394507,3.73E-03
PRKAR2A,0.270805,3.73E-03
WNK1,-0.2623138,3.73E-03
TMEM53,-0.4329771,3.74E-03
CNP,0.5948319,3.74E-03
NPTN,0.3909508,3.74E-03
AZI2,0.4285225,3.74E-03
MED27,0.3368668,3.74E-03
BCL2L13,0.3365064,3.74E-03
ALKBH1,0.2789102,3.74E-03
CLCF1,-1.1462047,3.75E-03
B3GALNT2,-0.2444746,3.75E-03
GOLPH3L,-0.2252399,3.75E-03
ZNF275,-0.4962811,3.75E-03
EIF2B1,0.5276365,3.75E-03
NDUFAF1,0.3391765,3.75E-03
IQSEC3,-0.2071374,3.75E-03
ARL 1.00,-0.3010015,3.75E-03
ERMAP,0.2407312,3.76E-03
AP2M1,-0.3550187,3.76E-03
FLII,0.2770661,3.76E-03
DCTD,-0.1927024,3.76E-03
SFTPC,-0.2407887,3.76E-03
ICAM2,-0.2005707,3.77E-03
C11orf21,0.7875037,3.77E-03
ASAP1,0.4350344,3.77E-03
ICA1,0.5857626,3.77E-03
ZFHX3,0.4753871,3.78E-03
C1orf55,-0.2182409,3.78E-03
ACTR2,0.5789813,3.78E-03
POU5F1,0.4621348,3.78E-03
CECR2,-0.2585575,3.78E-03
MBNL2,0.7120571,3.78E-03
ARTN,-0.5004899,3.78E-03
SLC35F1,0.3132221,3.78E-03
POLR2J2 /// POLR2J3 /// UPK3BL,-0.7608528,3.78E-03
FBLN1,-0.5401144,3.78E-03
WRB,-0.4513173,3.79E-03
IGF2BP2,-1.073035,3.79E-03
GSX1,-0.2443731,3.79E-03
CDH13,1.2052915,3.79E-03
GALR2,-0.1994763,3.80E-03
ZNF202,-0.381412,3.80E-03
RUFY3,-0.4028059,3.80E-03
SULT1B1,-0.2579628,3.80E-03
FANCG,-0.3220471,3.80E-03
KLF9,0.6079671,3.80E-03
SAE1,0.4764273,3.80E-03
INPP5K,0.2560024,3.80E-03
LPIN2,0.380412,3.80E-03
TSPAN9,0.336794,3.81E-03
NOL4,-0.4219857,3.81E-03
ABCB9,-0.3303566,3.81E-03
C1orf174,0.3440084,3.81E-03
NFS1,-0.3023141,3.82E-03
SGSM2,0.4225972,3.82E-03
LGI4,0.6270057,3.82E-03
IKBKG,0.2219028,3.82E-03
DHRS11,0.6022313,3.82E-03
ZBTB49,0.2348891,3.82E-03
ZIC4,-0.3325089,3.82E-03
CPA4,-0.7446614,3.83E-03
MMP8,-0.1502059,3.83E-03
SFRS11,-0.3520562,3.83E-03
DMD,-0.5509031,3.84E-03
DLX1,0.1896685,3.84E-03
ADARB2,-0.4572879,3.84E-03
BRD2,-0.2193001,3.84E-03
FMOD,-0.4390618,3.84E-03
CD97,0.5988963,3.84E-03
ARL 3.00,-0.3041362,3.84E-03
PTPLAD1,-0.2587547,3.85E-03
SBK2,-0.2250034,3.85E-03
IGHG1 /// IGHM /// LOC100133862,-0.1571374,3.85E-03
GIMAP8,0.4261626,3.85E-03
HES1,-0.1919979,3.85E-03
IHH,-0.1827923,3.85E-03
C21orf88,-0.2471068,3.85E-03
B3GALNT1,0.3546144,3.85E-03
DAPK2,-0.4094526,3.85E-03
FGFR2,-0.8603822,3.85E-03
PHF3,-0.3494961,3.85E-03
LOC644794,-0.3054486,3.86E-03
C10orf72,-0.6241357,3.86E-03
CD44,0.5821509,3.86E-03
TNNC2,-0.3846427,3.86E-03
MIS12,-0.3792493,3.86E-03
FAM136A,0.2751395,3.86E-03
CALCA,-0.1747004,3.88E-03
GCLC,0.7972326,3.88E-03
CCNC,0.3820349,3.88E-03
ROMO1,-0.2055407,3.88E-03
GBP4,0.3490924,3.88E-03
ZNF263,-0.2850115,3.88E-03
MRPS31,0.2039131,3.88E-03
UCK2,-0.2005395,3.89E-03
HEY1,0.6225105,3.89E-03
RIMS1,-0.3329657,3.89E-03
C20orf7,-0.3101771,3.90E-03
SEC31B,-0.2315963,3.90E-03
OR11H6,-0.187104,3.90E-03
EARS2,0.1742381,3.90E-03
MPG,-0.3027575,3.90E-03
PTDSS1,0.5515569,3.90E-03
POLR2A,-0.3487198,3.91E-03
CMAH,-0.5970604,3.91E-03
SNORA12,0.8135197,3.91E-03
DYNC1LI2,0.5556706,3.91E-03
POLK,-0.2496854,3.91E-03
ACAD10,0.3097436,3.91E-03
ORMDL2,0.2815084,3.91E-03
UTY,-0.9442409,3.91E-03
ARL6IP1,-0.236141,3.91E-03
REEP1,-0.1690739,3.91E-03
KIAA0368,-0.6866161,3.91E-03
XRN2,0.4180008,3.92E-03
PXMP2,-0.7397158,3.92E-03
LILRA1,0.4298681,3.92E-03
PIK3R6,0.5370136,3.92E-03
CLPX,0.3308696,3.92E-03
GABARAP,0.2094595,3.92E-03
LMF1,0.3841299,3.92E-03
FOXD3,0.6962777,3.92E-03
C2orf39,-0.4692372,3.92E-03
MRPS5,-0.5807543,3.92E-03
RERE,0.1937631,3.92E-03
KRTAP21-1 /// LOC647262 /// LOC731932,0.879192,3.93E-03
VEGFA,-0.3136822,3.93E-03
RIMS2,-0.7437609,3.93E-03
NCAM2,0.6067388,3.93E-03
ARHGAP42,-0.6954833,3.93E-03
ADAMTSL1,-0.6470382,3.94E-03
CAPN7,0.3823881,3.94E-03
HRSP12,0.3837513,3.94E-03
PRSS41,-0.2294196,3.94E-03
ZNF610,-0.3613846,3.94E-03
PPP1R12A,0.2617619,3.95E-03
BPESC1,-0.1766085,3.95E-03
SMURF2,0.4478091,3.95E-03
CHD5,-0.460242,3.95E-03
CAPN2,0.4162561,3.95E-03
ZNF34,-0.4081715,3.95E-03
HSPA5,0.8933347,3.95E-03
TCF4,-0.6827804,3.95E-03
GPM6B,0.4176432,3.95E-03
IGFBPL1,-0.638086,3.96E-03
GNRHR,-0.183446,3.96E-03
MAP3K9,-0.2963493,3.96E-03
LOC100293287 /// LOC730110 /// ZNF492 /// ZNF98,0.1712875,3.96E-03
RHCE /// RHD,-0.174172,3.96E-03
TTC17,-0.2804931,3.96E-03
NUP35,-0.3667969,3.96E-03
IL17RD,-0.1442698,3.97E-03
TOX,0.6399532,3.97E-03
C20orf24,0.3333619,3.97E-03
COPS5,0.2708426,3.97E-03
AMOTL1,-0.5110823,3.97E-03
NCRNA00158,-0.2069581,3.97E-03
PCDHGB5,-0.2625548,3.97E-03
GLTSCR2,-0.2488725,3.98E-03
NUTF2,-0.3627263,3.98E-03
NMNAT2,-0.3180111,3.98E-03
PLA2G12A,0.328079,3.98E-03
SAR1A,0.2921453,3.98E-03
DES,-0.8166655,3.98E-03
MPZL1,-0.708255,3.98E-03
C10orf47,-0.6162333,3.98E-03
GRM5,-0.2201787,3.98E-03
LAMP3,0.6992593,3.98E-03
PIP5K1C,-0.3203759,3.99E-03
GYG2,0.4161858,3.99E-03
IFT140,0.2805646,3.99E-03
C11orf35,0.3269592,3.99E-03
RSRC2,-0.33932,3.99E-03
HP1BP3,-0.2045988,4.00E-03
DFFA,-0.3033351,4.00E-03
XRN2,0.4698375,4.00E-03
LYPD1,0.6961007,4.00E-03
CSNK1A1,-0.522473,4.00E-03
RAB6A,0.6255717,4.00E-03
KCTD10,-0.2731026,4.00E-03
MED18,0.3912893,4.00E-03
OR8U9,-0.1964895,4.00E-03
---,-0.2146629,4.00E-03
OR5M9,-0.1525127,4.01E-03
HDX,0.2053886,4.01E-03
---,-0.1976385,4.01E-03
LARP4,0.3110103,4.01E-03
PPWD1,0.3664213,4.02E-03
LOC100287036,-0.2561094,4.02E-03
NUSAP1,0.3807738,4.02E-03
TOM1L2,0.394397,4.02E-03
C14orf68,-0.2357292,4.02E-03
PDHA1,-0.2181619,4.02E-03
EDEM3,0.2207324,4.02E-03
HAUS5,0.341149,4.03E-03
SFRS11,0.5169265,4.03E-03
KIDINS220,0.381208,4.03E-03
USP28,-0.340483,4.03E-03
FZD2,-0.9245137,4.03E-03
ZNF629,0.3262833,4.03E-03
DUSP1,1.0830079,4.03E-03
FHL1,-0.479298,4.03E-03
OSR2,-0.744748,4.04E-03
APOA2,-0.1740414,4.04E-03
ZNF181 /// ZNF302,0.4195795,4.04E-03
CRLF3,0.371387,4.04E-03
EXD3,-0.3811635,4.04E-03
C1orf63,0.5707759,4.05E-03
SNORA45,-0.2460344,4.05E-03
NPY,-0.3117156,4.05E-03
PDCD6,-0.4205999,4.05E-03
C9orf96,-0.1838928,4.05E-03
C11orf41,-1.2254396,4.05E-03
CROCC,-0.3934482,4.06E-03
SOX5,0.8701093,4.06E-03
TAS2R60,-0.2734489,4.06E-03
WDR36,-0.2388447,4.06E-03
MRPS25,-0.4028943,4.06E-03
KIF7,-0.3875012,4.06E-03
AKAP10,0.3090712,4.06E-03
YTHDF3,0.3713294,4.07E-03
HBG1 /// HBG2,-1.218635,4.07E-03
POP4,-0.2527643,4.07E-03
DES,-0.9238228,4.07E-03
MEAF6,-0.203209,4.08E-03
VRK2,0.3199494,4.08E-03
SLC20A1,-0.6100852,4.08E-03
HMX1,-0.3526301,4.09E-03
RILPL1,0.2871852,4.10E-03
GPR116,0.7591672,4.10E-03
PSMD2,-0.200983,4.10E-03
FCF1,0.1667181,4.10E-03
PLN,-0.8942767,4.11E-03
TRPC6,0.3719008,4.11E-03
AP3M1,0.3888903,4.11E-03
PIGF,0.4430098,4.11E-03
SLC9A2,-0.1996926,4.11E-03
PHLPP1,-0.2146761,4.11E-03
RQCD1,-0.3843417,4.11E-03
RPS29,0.1244406,4.11E-03
ATP1B1,-0.9075363,4.11E-03
SFRS8,-0.4284912,4.12E-03
PKIG,-0.5563438,4.12E-03
PCDHGB1,-0.1657241,4.12E-03
HERPUD2,0.2929383,4.12E-03
THBS1,1.050133,4.12E-03
ULK2,0.4045423,4.12E-03
BAT4,-0.251241,4.12E-03
SMARCA2,0.4941261,4.12E-03
NMRAL1,-0.324879,4.12E-03
DDX24,-0.3056389,4.13E-03
C1orf201,0.478271,4.13E-03
ZNF600,0.2979637,4.13E-03
SRRM2,-0.4286902,4.13E-03
IL10,0.2415654,4.13E-03
DIP2A,-0.3461132,4.13E-03
FGD4,-0.5336418,4.14E-03
SUV420H1,-0.4172234,4.14E-03
MBTPS2,0.2867303,4.14E-03
CROT,0.3292605,4.14E-03
STARD4,-0.2509418,4.14E-03
GZMM,0.3006199,4.14E-03
PRAMEF1 /// PRAMEF13 /// PRAMEF14 /// PRAMEF2,-0.2119458,4.14E-03
PLA2G12A,0.3122185,4.15E-03
PROCA1,0.3025185,4.15E-03
UHRF1BP1L,-0.2720474,4.15E-03
ASCC3,0.2532303,4.15E-03
MAT2A,0.3836869,4.15E-03
SLC5A1,0.1977606,4.15E-03
SLC36A2,-0.3205416,4.16E-03
DIS3L2,-0.3331373,4.16E-03
C9orf41,0.3043107,4.16E-03
ACY3,0.822323,4.16E-03
ZMYM3,-0.3796972,4.16E-03
PCNX,0.2880776,4.16E-03
VPREB1,-0.1863792,4.16E-03
AKD1,-0.3846598,4.16E-03
KIAA1644,-0.3458141,4.17E-03
MBD4,0.3334706,4.17E-03
RIC3,-0.2286103,4.17E-03
IKZF2,-0.1897624,4.17E-03
ZNF396,0.3668427,4.17E-03
PGK 1.00,0.555324,4.17E-03
TRAIP,0.1937576,4.17E-03
FBN1,-0.2803868,4.17E-03
ISX,-0.1708464,4.17E-03
NR4A1,-0.8220803,4.17E-03
SLC7A14,-0.2021114,4.17E-03
UBE2G2,-0.2258376,4.18E-03
NCAPG2,-0.2068325,4.18E-03
LILRP2,-0.2011703,4.18E-03
ADAMTSL1,-0.2236802,4.19E-03
SMARCA2,0.4221943,4.19E-03
IGLON5,-0.1740183,4.19E-03
DAPK3,0.2947562,4.20E-03
RASL10A,1.3938722,4.20E-03
ZBTB25,0.5089954,4.20E-03
EPS15,-0.2219654,4.20E-03
C1orf230,-0.4298513,4.20E-03
SH3BGRL3,-0.3839216,4.20E-03
ACTB,0.5975764,4.20E-03
VWDE,-0.7192767,4.20E-03
WDSUB1,0.3836672,4.21E-03
MLLT6,-0.378587,4.21E-03
DIP2B,-1.3003556,4.21E-03
RCOR1,0.3179687,4.22E-03
UBE4A,-0.3688909,4.22E-03
ZAR 1.00,-0.1740801,4.22E-03
ZNF558,-0.2981888,4.22E-03
TSG101,0.3401829,4.22E-03
IBTK,-0.3257965,4.22E-03
FGFR1OP2,-0.4563217,4.23E-03
BAG4,0.484841,4.23E-03
KCNK10,0.487027,4.23E-03
CCDC74B,0.7094453,4.24E-03
AK3L1,-0.2076283,4.24E-03
IGHG1 /// IGHM /// LOC100133862,-0.2020582,4.24E-03
CLCNKB,-0.2393118,4.24E-03
C9orf3,-0.4634527,4.24E-03
CPNE4,-0.3367468,4.24E-03
C1orf27,-0.2149631,4.24E-03
CSNK1D,0.346584,4.25E-03
TMX3,-0.312319,4.25E-03
FAM163A,-0.1871607,4.25E-03
TMED5,0.3638978,4.25E-03
PTPRB,0.548326,4.25E-03
TMEM108,-0.6179786,4.25E-03
NUDT4 /// NUDT4P1,0.4343272,4.26E-03
HLCS,0.2745782,4.26E-03
SLC22A6,-0.3719914,4.26E-03
TMX3,-0.372348,4.26E-03
CREB3,-0.2427496,4.26E-03
TBRG1,-0.4559907,4.26E-03
CFHR3,-0.1819666,4.27E-03
SIRT2,0.5502367,4.27E-03
SGCE,0.4223385,4.27E-03
TMEM223,0.3353284,4.27E-03
C6orf125,-0.4037545,4.27E-03
RAB28,-0.2942544,4.28E-03
BAIAP2,-0.2347833,4.28E-03
CSGALNACT1,0.7044111,4.28E-03
LY6G6F,-0.173175,4.28E-03
NKG7,0.5476437,4.28E-03
CLTA,0.2593928,4.29E-03
RBM12,0.2876457,4.30E-03
TBC1D9B,-0.375519,4.30E-03
LPL,-1.0219698,4.30E-03
DAB2,0.8622742,4.30E-03
MED15,-0.3551405,4.30E-03
YAF2,0.3473615,4.30E-03
UBE2G2,0.4445709,4.31E-03
CLCA4,-0.2163573,4.31E-03
WDR27,-0.1990756,4.31E-03
DDX55,-0.3166852,4.31E-03
HIST1H2BF,-0.2184496,4.31E-03
MIF,-0.3933048,4.31E-03
HIC2,0.3460444,4.31E-03
SDHD,0.341695,4.31E-03
EFEMP2,0.3602735,4.32E-03
ABCA9,-0.9941637,4.32E-03
LILRA5,-0.3132618,4.32E-03
HNRNPH3,-0.3947524,4.32E-03
AHI1,-0.430059,4.32E-03
DGKH,-0.1768429,4.33E-03
WASF3,-0.7621956,4.33E-03
EXOC7,0.2876854,4.33E-03
RPL8,-0.2014592,4.33E-03
CPA3,0.7565501,4.33E-03
AAGAB,0.1788051,4.33E-03
CD46,0.448452,4.33E-03
KIF6,-0.154571,4.33E-03
GLTP,0.5354014,4.33E-03
RANBP3L,-0.4096504,4.33E-03
GTF2H1,0.2308896,4.33E-03
CPEB4,0.5885111,4.34E-03
PARP1,-0.3073148,4.34E-03
CTXN2,-0.2437126,4.34E-03
HEYL,-1.1321934,4.35E-03
PARP14,0.9728476,4.35E-03
NRARP,-0.2521368,4.35E-03
TIMP1,-0.706299,4.35E-03
C8orf41,0.2727324,4.36E-03
PSMD12,-0.2892258,4.36E-03
FXYD3,-0.7753803,4.36E-03
C16orf13,-0.4050911,4.36E-03
EMG1,-0.2634711,4.36E-03
ATG3,0.292916,4.36E-03
DUOX1,0.424755,4.36E-03
CLN3,0.2841342,4.36E-03
FGFBP3,-0.450554,4.36E-03
ZIC1,-0.9994501,4.36E-03
EIF2AK1,0.3666946,4.36E-03
IQSEC2,0.423291,4.37E-03
CSNK1E,-0.5214877,4.37E-03
HESX1,0.4653674,4.38E-03
CNPY4,0.4191697,4.38E-03
CXorf67,-0.2053141,4.38E-03
LOC728417,0.3329885,4.38E-03
BBS5,0.3499295,4.38E-03
SLC36A1,-0.2767527,4.38E-03
NOS3,-0.3218629,4.38E-03
GTF2F1,-0.2589589,4.38E-03
LTBP2,-1.1513893,4.38E-03
PHTF2,0.2535993,4.39E-03
PDE10A,-0.1666962,4.39E-03
MPHOSPH8,-0.2943006,4.39E-03
RANBP1,-0.4041102,4.39E-03
GPR85,-0.1674719,4.39E-03
HIATL1,0.2547713,4.39E-03
IDH3A,-0.423089,4.40E-03
TBX19,-0.1737936,4.40E-03
NAA16,-0.3399413,4.40E-03
CYB5R1,0.4453434,4.40E-03
ZNF184,0.283466,4.40E-03
IFI44,0.524056,4.40E-03
NFE2L1,0.4335156,4.40E-03
MNAT1,-0.2366377,4.40E-03
MAP3K9,-0.4598759,4.41E-03
RRP1,0.3883073,4.41E-03
GPR126,-0.6459415,4.41E-03
MTRR,-0.2600337,4.41E-03
SPON1,-0.9024972,4.41E-03
ARL8B,0.4751983,4.42E-03
PQLC1,-0.4628379,4.42E-03
INO80,0.2496974,4.42E-03
CHAF1A,0.3620688,4.42E-03
TBP,0.2910619,4.42E-03
PRF1,0.6988375,4.42E-03
PTP4A2,-0.1973874,4.42E-03
F8,0.570266,4.43E-03
MAN1B1,0.2964339,4.43E-03
AKT2,0.3787649,4.43E-03
GPX6,-0.3957584,4.44E-03
IKZF4,-0.356095,4.44E-03
DPY19L3,-0.1585051,4.44E-03
AGPAT3,0.3183983,4.45E-03
FURIN,-0.3841351,4.45E-03
MRPL54,0.2696401,4.45E-03
C7orf64,0.3179383,4.45E-03
DACH1,-0.5129715,4.45E-03
ZNF214,-0.3794474,4.45E-03
PTPRA,0.235609,4.46E-03
RAX2,-0.2274216,4.46E-03
SYT17,-0.6845414,4.46E-03
SOX8,-1.4264781,4.46E-03
LIPE,-0.3326985,4.46E-03
NAA30,0.3011385,4.47E-03
PPP1R7,-0.2223929,4.47E-03
LCK,0.4956213,4.47E-03
PGBD5,-0.370503,4.47E-03
APP,0.4035913,4.48E-03
CNOT4,-0.4618317,4.48E-03
H2AFB1 /// H2AFB2 /// H2AFB3,-0.2327243,4.48E-03
RAPGEF2,-0.5867114,4.48E-03
PTPRK,-0.2985281,4.48E-03
MCM4,0.2414433,4.49E-03
FKRP,0.2400003,4.49E-03
TEF,-0.1796814,4.49E-03
C11orf54,0.4012774,4.49E-03
PNOC,-0.1998201,4.49E-03
TMEM194B,0.3662059,4.49E-03
SLC35A4,0.2300221,4.49E-03
HHAT,0.4167952,4.49E-03
SNRPC,0.1553423,4.50E-03
NSUN5P1,-0.407577,4.50E-03
NEB,0.4976932,4.50E-03
BANF1,-0.3107244,4.50E-03
CYP4F3,-0.4944884,4.50E-03
MTFR1,-0.2957601,4.50E-03
ALDH2,0.5520448,4.51E-03
RNF145,0.6000152,4.51E-03
BATF,0.5576007,4.51E-03
MDM2,0.2916267,4.51E-03
ICAM3,0.4902599,4.51E-03
LOC100291393 /// SHC2,-1.0981066,4.51E-03
KIAA1409,0.533608,4.51E-03
CLSTN1,0.4053639,4.51E-03
TNNI2,0.3188646,4.52E-03
PSMD10,0.3112925,4.52E-03
MYSM1,0.4092156,4.52E-03
USP38,0.2330919,4.53E-03
NFATC4,-0.2418652,4.53E-03
TMEM165,0.3291721,4.53E-03
GGA2,0.5639617,4.53E-03
CFHR3 /// CFHR4,-0.1637714,4.53E-03
NADK,-0.4229092,4.53E-03
NR2C2,0.2326838,4.53E-03
RRBP1,-0.371827,4.54E-03
SEPHS2,0.3581937,4.54E-03
TUSC2,-0.2903041,4.54E-03
C14orf145,0.2533156,4.54E-03
PGR,-0.1928682,4.55E-03
SIGLEC5,0.6755668,4.55E-03
AGPAT1,0.307746,4.55E-03
LNX1,-0.4403549,4.55E-03
USP25,-0.3140874,4.55E-03
C22orf25,0.540435,4.55E-03
HR,-0.6758766,4.55E-03
NKX6-1,-0.1881758,4.56E-03
LZTS1,-0.1980039,4.56E-03
PPP1CC,-0.356639,4.56E-03
SYNJ2BP,0.3572925,4.56E-03
HMP19,-0.986667,4.56E-03
GRB10,0.5078468,4.56E-03
SH2B3,0.3181229,4.56E-03
BGN,-0.714353,4.56E-03
TNFAIP1,-0.3056399,4.56E-03
DLAT,0.3243895,4.57E-03
CDK5RAP1,-0.2337111,4.57E-03
---,-0.1891613,4.57E-03
ASTE1,0.3157441,4.57E-03
SHKBP1,0.3121444,4.57E-03
MED13,0.2889128,4.57E-03
EFEMP2,0.3359458,4.58E-03
MTCH2,0.3043768,4.58E-03
KLK2,-0.1691913,4.58E-03
ANKRD44,0.3821411,4.58E-03
ARHGAP17,0.228459,4.58E-03
CYCS,-0.2770626,4.59E-03
PFKFB3,-0.5114926,4.59E-03
KIF1B,-0.4841538,4.59E-03
COPG2,0.3927441,4.59E-03
FAM27L,-0.2176084,4.59E-03
GLG1,-0.3056114,4.60E-03
VAMP4,0.6235885,4.60E-03
DCX,-0.2370842,4.60E-03
NAV1,-0.392159,4.60E-03
TNPO3,0.2666125,4.60E-03
NUDT16,0.6188626,4.60E-03
FOXN3,0.2027397,4.60E-03
ABR,0.2697518,4.60E-03
MIR17HG,0.2621477,4.60E-03
GPC5,-0.1883225,4.61E-03
LOC732160 /// NDUFA10,-0.2641321,4.61E-03
AURKAIP1,-0.2692883,4.61E-03
PAGE2 /// PAGE2B,-0.1690227,4.61E-03
RAP1B,0.4608994,4.61E-03
KCNJ2,1.2323866,4.61E-03
ACACB,-0.3310512,4.62E-03
HNRNPA0,0.3129971,4.62E-03
SNX10,0.3209257,4.62E-03
DYNC2H1,-0.4898185,4.62E-03
SPNS3,0.3187875,4.62E-03
PPP2R2C,-0.1569967,4.63E-03
KIF1B,-0.6357999,4.63E-03
WDR81,0.4891614,4.63E-03
VASH2,-0.1702168,4.63E-03
DTNA,-0.6603418,4.63E-03
ZNF549,0.475683,4.64E-03
WHSC1L1,-0.2711692,4.64E-03
SLC25A22,-0.2455949,4.64E-03
NMNAT2,-0.2321586,4.64E-03
CAPZA1,0.2357137,4.64E-03
FOLR3,-0.17598,4.64E-03
ATP9B,0.3666017,4.65E-03
APP,0.407741,4.65E-03
KLF7,-0.3792974,4.65E-03
FTL,0.2228537,4.65E-03
RPS6,-0.1887296,4.66E-03
---,-0.1988434,4.66E-03
AKR7A2,0.3108427,4.66E-03
NEUROG2,-0.1750411,4.66E-03
MRC2,-0.3821465,4.66E-03
LOC440248,-0.3244192,4.66E-03
UCP1,-0.1886968,4.66E-03
NOL3,-0.2765447,4.66E-03
SNX13,0.3275124,4.66E-03
DCAF11,0.2688808,4.66E-03
CSRP1,-0.4295899,4.66E-03
AKT1S1,-0.2910546,4.66E-03
HSPA5,0.8187192,4.66E-03
ARFGAP2,-0.3077009,4.67E-03
LRRC30,-0.146751,4.67E-03
OXSR1,0.2366472,4.67E-03
UBTD1,0.4204081,4.67E-03
ARHGAP32,-0.8829404,4.67E-03
NOC3L,0.3607999,4.68E-03
FHIT,-0.5139947,4.68E-03
NLRP5,-0.1695939,4.68E-03
PAPPAS,0.6347624,4.68E-03
TMX1,-0.2103557,4.68E-03
PCDH10,1.0114074,4.68E-03
SPATA2,-0.3882693,4.68E-03
RPL23AP82,0.3847507,4.69E-03
TTC3,0.3789601,4.69E-03
AMPD3,0.3613851,4.69E-03
RD3,-0.2319565,4.69E-03
ZNF140,0.336413,4.69E-03
WDYHV1,-0.3575899,4.69E-03
PTPN20A /// PTPN20B,-0.1496498,4.70E-03
TAF8,0.2911649,4.70E-03
ZNF83,-0.548868,4.70E-03
ADARB2,-0.7018355,4.70E-03
B4GALT3,-0.2868293,4.70E-03
SCMH1,-0.4355396,4.70E-03
CNNM4,-0.4267768,4.70E-03
S100Z,0.4469492,4.70E-03
PIGT,0.2299267,4.70E-03
FANCA,-0.2828475,4.71E-03
PER3,0.6209488,4.72E-03
ZNF418,-0.5603673,4.72E-03
DUSP10,0.2410919,4.72E-03
UBE2F,-0.2823201,4.72E-03
TGOLN2,0.1781397,4.72E-03
MNX1,-0.171026,4.73E-03
METTL3,0.5317243,4.73E-03
CMKLR1,0.7443432,4.73E-03
BRF1,-0.2487074,4.73E-03
RGS7,0.2100015,4.74E-03
NSMCE4A,0.2544565,4.74E-03
C19orf53,-0.2685903,4.74E-03
AKT2,0.1839222,4.74E-03
MTMR14,0.2572945,4.75E-03
CCBL2,0.3869163,4.75E-03
ADAM33,-0.461326,4.75E-03
C17orf68,-0.2894957,4.75E-03
DHRS4 /// DHRS4L1 /// DHRS4L2,0.4043617,4.75E-03
NR3C1,0.3551285,4.75E-03
ZNF347,0.601697,4.75E-03
NOTCH1,0.5970835,4.75E-03
RPP38,0.2191499,4.76E-03
FLT3LG,0.4800989,4.76E-03
MGEA5,-0.4125384,4.76E-03
