Gene_Name,logFC,PValue
RELL1,0.22621278,3.34E-03
ANO6,-0.55035916,3.34E-03
CASP4,-0.74467398,3.34E-03
ACADS,-0.62476564,3.35E-03
GNPTG,-0.31133951,3.35E-03
MAPK14,-0.26902311,3.35E-03
RAB8B,-0.42627761,3.35E-03
SART1,-0.41021528,3.35E-03
LYZ,-1.57025922,3.36E-03
LIMD2,-0.59196661,3.36E-03
THUMPD2,0.53729628,3.36E-03
FAM156A /// FAM156B,0.36464996,3.36E-03
7-Mar,0.5571362,3.36E-03
PLA2G6,0.31058314,3.36E-03
HNRNPC,0.30080351,3.36E-03
ZNF567,-0.32951429,3.36E-03
WDR44,-0.44334413,3.37E-03
KIDINS220,-0.45833259,3.37E-03
C7orf63,0.72368745,3.37E-03
ARMCX3,-0.40509819,3.37E-03
C21orf63,0.92248731,3.37E-03
PRRX1,1.82839196,3.38E-03
GTF2IRD2,-0.6666468,3.38E-03
DOK6,-1.08905507,3.38E-03
ZCCHC9,-0.38624266,3.38E-03
HAUS5,-0.53153147,3.38E-03
C22orf25,-0.48213695,3.38E-03
SDC3,-0.58496496,3.39E-03
KLF8,0.40919299,3.39E-03
---,0.45014782,3.39E-03
LTBP1,1.22983081,3.39E-03
IMPAD1,0.36764577,3.39E-03
CDK6,-0.52932455,3.40E-03
NDUFV3,0.39112317,3.40E-03
MYOZ1,0.76870289,3.40E-03
AGPAT1,-0.46637687,3.40E-03
MPHOSPH8,0.41599761,3.40E-03
FAM133B /// LOC728640,-0.53884903,3.40E-03
SPHAR,-0.57678212,3.40E-03
SLC47A1,0.23026637,3.41E-03
EXOC7,-0.50123394,3.41E-03
ORC4L,0.35303382,3.41E-03
SUSD4,0.47149064,3.41E-03
PID1,0.7506684,3.41E-03
CLDN1,0.51010389,3.42E-03
COBL,-1.218452,3.42E-03
NCOA2,-0.36440741,3.42E-03
PTBP1,0.34085859,3.42E-03
SOCS6,-0.46841813,3.42E-03
GTF2H1,-0.24051698,3.42E-03
ZNF141,0.45388899,3.42E-03
C2orf55,-0.74211752,3.42E-03
HSP90AB6P,0.25013081,3.42E-03
ZKSCAN5,-0.52981555,3.42E-03
INPP5K,-0.33867332,3.43E-03
CFB,1.33064948,3.43E-03
IQCH,0.25172494,3.43E-03
NKAIN4,1.21851527,3.43E-03
TRPC6,-0.46334018,3.44E-03
ADAMTSL5,0.25401122,3.44E-03
SST,1.67518924,3.44E-03
C6orf167,-0.28758482,3.44E-03
CAPG,-1.75519929,3.44E-03
PRR12,0.40584142,3.44E-03
CTNNB1,0.48170808,3.44E-03
ADIPOQ,0.36999265,3.45E-03
CORO7,-0.79804503,3.45E-03
CCDC132,-0.39324189,3.45E-03
OGG1,-0.36555253,3.45E-03
ZMYND12,0.65185517,3.45E-03
HOXC11,0.20392579,3.45E-03
PLXNA3,-0.59293688,3.45E-03
KCTD1,-1.4708843,3.45E-03
OGFR,-0.43239925,3.45E-03
MBNL1,-0.63008317,3.46E-03
PAK4,0.29846366,3.46E-03
SMG1,-0.22589178,3.46E-03
INMT,1.86107448,3.46E-03
GPR98,1.00204958,3.46E-03
USH1C,0.3974444,3.47E-03
C4orf3,0.22524502,3.47E-03
PAQR6,-1.16977694,3.47E-03
PANX3,0.22569976,3.47E-03
PIK3C3,0.24821265,3.47E-03
DMKN,0.40080877,3.48E-03
TMEM170A,-0.45108578,3.48E-03
GPC5,1.04489978,3.48E-03
TMEM60,-0.3691428,3.48E-03
KIAA1407,-0.67150079,3.48E-03
WAC,-0.89077328,3.48E-03
C6orf97,-0.51105593,3.48E-03
ZNF226,-0.4626843,3.49E-03
MAP3K7,0.25636971,3.49E-03
ABL1,0.5204078,3.49E-03
SNRNP200,0.40623828,3.49E-03
LGALS9,-0.91503773,3.49E-03
DHRS4 /// DHRS4L1 /// DHRS4L2,-0.63700941,3.49E-03
KIAA1324,0.32600093,3.49E-03
GSC,-0.58857783,3.49E-03
IQSEC3,0.25567238,3.49E-03
IGK@ /// IGKC /// IGKV3D-11 /// IGKV3D-15 /// LOC440871,0.20951635,3.49E-03
SMARCA2,-0.51553188,3.49E-03
RAP2A,-0.38962863,3.49E-03
KIAA1370,-0.7679089,3.49E-03
ZNF574,-0.3614393,3.50E-03
LIMCH1,0.78226338,3.50E-03
NR2C1,0.51322648,3.50E-03
ITM2C,0.77821815,3.50E-03
LMOD1,-1.06049912,3.50E-03
RND3,-1.61011519,3.50E-03
ZNF767,0.78108622,3.51E-03
FSTL4,0.28165104,3.51E-03
PAX5,0.24393347,3.51E-03
SLC13A4,1.8059559,3.51E-03
SAMD8,0.55027951,3.51E-03
RHBDF2,-0.64107143,3.51E-03
VAPA,-0.37962376,3.51E-03
ARID3B,-0.33752561,3.51E-03
APLP2,-0.27346972,3.51E-03
DYRK4,-0.31978086,3.51E-03
ACADVL,0.54342017,3.51E-03
ARF5,-0.27510925,3.51E-03
SOX6,-0.77908484,3.51E-03
FGGY,-0.75972953,3.52E-03
MAP1D,-0.48106036,3.52E-03
UPF3A,-0.48834891,3.52E-03
ATP6V0A1,0.82722591,3.52E-03
ANXA11,-0.59268383,3.52E-03
VPS13B,0.31073793,3.52E-03
UBAP2,-0.43408489,3.52E-03
NAP1L2,-1.43127191,3.53E-03
ZNF765,-0.40023796,3.53E-03
ZNF302,0.61683691,3.53E-03
GPD2,0.47826686,3.53E-03
CCNK,-0.2175186,3.53E-03
SMAD2,-0.69742561,3.53E-03
SGK223,-0.88139181,3.53E-03
C1orf21,1.08342509,3.54E-03
PTPRC,-1.28671217,3.54E-03
MSTO1 /// MSTO2P,0.2319308,3.55E-03
MYO3A,0.24724521,3.55E-03
CXCL1,2.33657422,3.55E-03
NFIB,-0.98679191,3.55E-03
C2orf24,-0.44819056,3.55E-03
C1S,0.79114832,3.55E-03
LOC10431 /// TIMM23 /// TIMM23B,-0.47701231,3.56E-03
EPB41L2,-1.22024678,3.56E-03
KIRREL,-0.58558004,3.56E-03
DUSP16,0.66232281,3.56E-03
PAPSS1,-0.56822939,3.56E-03
GABARAPL2,0.29695114,3.56E-03
TM4SF18,0.93210681,3.56E-03
STON2,0.2899257,3.56E-03
TEAD2,0.79627975,3.56E-03
TRAPPC2 /// TRAPPC2P1,-0.48495772,3.57E-03
WWOX,0.41766351,3.57E-03
PAK2,-0.4668511,3.57E-03
DPP7,-0.51498339,3.58E-03
NTRK2,-1.51446277,3.58E-03
CXCR4,-1.41621276,3.58E-03
BMP8B,-0.87926114,3.59E-03
EMCN,0.39589072,3.59E-03
CCDC73,0.32343749,3.59E-03
HBS1L,0.44462446,3.59E-03
SOHLH1,0.28423765,3.59E-03
RUFY2,0.86603139,3.60E-03
ARHGAP24,-0.95766405,3.60E-03
VARS2,0.43801787,3.61E-03
SPPL3,-0.3125337,3.61E-03
ZFP90,-0.39819392,3.61E-03
CITED1,0.45278552,3.61E-03
CLN3,-0.31915299,3.61E-03
CYLD,-0.54356757,3.61E-03
SIK1,1.96489689,3.61E-03
FAM107B,-1.28684784,3.61E-03
BAG3,0.72993203,3.62E-03
LTBP2,1.70808749,3.62E-03
RRN3 /// RRN3P1 /// RRN3P2,-0.76569558,3.62E-03
NOL3,0.32767711,3.62E-03
MRPS15,0.33444308,3.62E-03
FGFR1OP2,0.61645297,3.62E-03
ABR,-0.72333871,3.62E-03
DLL4,0.47822912,3.62E-03
MRPL33,-0.66330974,3.62E-03
NSMCE4A,-0.37893486,3.62E-03
RNF43,0.36224199,3.62E-03
IKBKG,-0.21512975,3.62E-03
FLT4,0.3730764,3.62E-03
FAM125A,-0.43000384,3.63E-03
TEAD2,0.78993652,3.63E-03
ALKBH4,-0.29946851,3.63E-03
DUSP10,-1.07319612,3.63E-03
BCL2,-0.81633123,3.63E-03
APLNR,1.91362606,3.63E-03
CCNI,0.25646452,3.64E-03
EPM2AIP1,0.67655917,3.64E-03
CD300E,0.32979699,3.64E-03
VPS25,-0.3338913,3.65E-03
RMND5A,0.46355986,3.65E-03
BTBD7,-0.67388626,3.65E-03
KCNMA1,2.17150244,3.65E-03
PRPS1,-0.3186728,3.65E-03
ABCD3,-1.26548665,3.65E-03
CD34,0.23137856,3.66E-03
PRND,0.20743103,3.66E-03
RNMTL1,-0.27737262,3.66E-03
CRIPT,0.47355126,3.67E-03
RHOG,-0.56331139,3.67E-03
UBR2,0.4429284,3.67E-03
KCNMA1,2.29482486,3.67E-03
MYOM1,0.20381144,3.68E-03
MAN2C1,0.52240626,3.68E-03
ATXN1L,-0.31146168,3.68E-03
ERCC4,-0.46126131,3.68E-03
EIF2C4,-0.40839654,3.68E-03
SNX18,-0.56842382,3.68E-03
BRSK1,-0.73413069,3.68E-03
APOL1 /// APOL2,1.21330262,3.68E-03
PARP10,-0.78800058,3.68E-03
PKP2,1.04722657,3.69E-03
F12,0.51094993,3.69E-03
BCL2L15,-0.32565265,3.70E-03
PDGFA,-0.584733,3.70E-03
SLC7A1,0.90346108,3.70E-03
UBE2F,0.46706554,3.70E-03
DLG5,-0.64769583,3.71E-03
RPS27A,0.59955959,3.71E-03
UCHL1,0.86139569,3.71E-03
STK16,-0.48570228,3.71E-03
HLA-DRA,-0.2783077,3.72E-03
JRKL,0.25331809,3.72E-03
ULK1,0.58416853,3.72E-03
RPL21,0.17349821,3.72E-03
SRRT,0.2661806,3.72E-03
LEPRE1,0.52922527,3.73E-03
SETD5,-0.62649524,3.73E-03
CDK9,-0.42527784,3.73E-03
EIF3K,0.36075503,3.73E-03
SERAC1,-0.38227314,3.73E-03
ARHGAP27,-0.66952232,3.73E-03
NAV1,0.75895963,3.73E-03
FCHO2,-0.48707133,3.73E-03
CDH17,0.32754149,3.74E-03
NOTCH2,-0.61050579,3.74E-03
MTSS1L,-0.81984891,3.74E-03
ELTD1,0.68817313,3.74E-03
HIRA,-0.99460976,3.74E-03
C16orf93,0.55398277,3.74E-03
NFIX,-0.28992171,3.75E-03
MAPKSP1,-0.31636039,3.75E-03
SP5,0.33869913,3.75E-03
CSF3R,-0.80836181,3.75E-03
PPT2,-0.817519,3.75E-03
IMPDH1,0.53368659,3.75E-03
SPATS2,0.71121092,3.75E-03
BRP44,-0.39267215,3.75E-03
ANO6,-0.67207107,3.75E-03
BCL9L,0.47442423,3.75E-03
SH3BP5L,-0.46491886,3.75E-03
C2orf67,0.43111422,3.76E-03
PLA2R1,0.51367684,3.76E-03
PTPLAD2,-0.95147727,3.76E-03
PNPLA1,0.2002474,3.76E-03
C1QTNF3,-0.3622108,3.76E-03
SUOX,-0.4475768,3.76E-03
SVIL,0.97855909,3.76E-03
DNAJC28,-0.34383488,3.77E-03
NPVF,0.22752047,3.77E-03
COL11A1,-1.57350271,3.77E-03
ASPG,0.17681467,3.77E-03
C3orf70,1.00854107,3.77E-03
LIG1,-0.52534513,3.78E-03
KIAA1324,0.29823438,3.78E-03
PRIM2,-0.42690691,3.78E-03
PPP2R1A,0.41204837,3.79E-03
ARL2BP,-0.3506803,3.79E-03
RALGPS1,-0.83460598,3.79E-03
CYHR1,0.46336895,3.79E-03
MAPK8,0.249689,3.79E-03
B3GNT6,-0.2407324,3.79E-03
CAMTA1,0.27964567,3.79E-03
PTPRB,0.80235528,3.79E-03
WNT11,0.32981585,3.80E-03
PTPRN,0.38944952,3.80E-03
LYN,-1.1651051,3.80E-03
ST7,0.53744589,3.80E-03
ECSCR,1.29251964,3.80E-03
HMG20A,-0.42776727,3.80E-03
SCIN,-1.266131,3.80E-03
GPER,-0.63305802,3.82E-03
C4orf22,0.19660997,3.82E-03
HDAC5,0.49563375,3.82E-03
GORASP2,-0.29541779,3.82E-03
SLC36A2,0.43929498,3.82E-03
PPIH,-0.36119163,3.82E-03
---,-0.67809049,3.82E-03
MET,-1.47245826,3.82E-03
FAM115A,-0.50696455,3.82E-03
AGTRAP,-0.38901054,3.82E-03
CPN2,0.28327584,3.82E-03
C1orf86,-0.46610739,3.83E-03
HNRNPD,0.68297401,3.83E-03
GREB1,0.76040034,3.83E-03
FLT1,0.46063342,3.83E-03
SLC5A5,1.25003061,3.83E-03
ZIC1,1.00480919,3.84E-03
ILF3,0.31918254,3.85E-03
NLRP14,0.2712979,3.85E-03
MBD6,-0.31241684,3.85E-03
HOXB6,0.62395159,3.85E-03
---,0.79023899,3.85E-03
NUDT14,-0.87027945,3.85E-03
DNAH14,0.26262182,3.85E-03
FBXO38,-0.28312892,3.85E-03
FAM38A,-0.44473379,3.85E-03
RNF103,0.48523623,3.86E-03
AGPAT6,-0.56354245,3.86E-03
PVRL1,0.39647605,3.86E-03
SYMPK,0.49752893,3.86E-03
PKP2,0.87028522,3.86E-03
C6orf168,-0.72900554,3.87E-03
DLGAP1,0.19601431,3.87E-03
SLC26A10,0.99569062,3.87E-03
NDE1,-0.63256965,3.87E-03
RBM12,-0.36816408,3.88E-03
ELOVL4,0.59346493,3.88E-03
TTC17,-0.52838686,3.88E-03
FASTKD5,-0.47807788,3.88E-03
GDPD2,0.79734435,3.88E-03
AEBP2,-0.42670869,3.88E-03
STAU2,-0.5677303,3.89E-03
TAB2,-0.71234832,3.89E-03
C1orf174,-0.30881364,3.89E-03
SFRP4,-1.35424052,3.89E-03
SCN2B,0.95895869,3.89E-03
ERLIN2,-0.60736736,3.90E-03
RNF175,0.61430563,3.90E-03
PTPRR,0.38722101,3.90E-03
PLDN,-0.50826042,3.90E-03
ABR,-0.68278726,3.90E-03
RASAL2,0.55728551,3.90E-03
PIP5K1C,0.39646918,3.90E-03
ZNF498,-0.47182815,3.90E-03
ABHD2,-0.61669703,3.90E-03
HDLBP,0.4147604,3.91E-03
GDF3,0.27846798,3.91E-03
PRR15,0.8402527,3.91E-03
LIMS1,-0.59301585,3.91E-03
SUV420H1,-0.66986022,3.91E-03
BCL2L13,0.39512933,3.91E-03
UTP23,-0.39807241,3.91E-03
SH3BP4,0.74572881,3.91E-03
FLJ36031,-0.7617326,3.91E-03
SLC33A1,0.32564881,3.91E-03
HOXB3,0.19613048,3.91E-03
PHACTR2,1.02001179,3.91E-03
OLFML2B,-0.90300225,3.91E-03
C10orf28,-0.31704934,3.91E-03
CTXN3,0.58904457,3.92E-03
DPF2,-0.48438289,3.92E-03
C4orf43,0.28636086,3.93E-03
ZNF644,-0.63009798,3.93E-03
APOB,0.50250835,3.94E-03
CACNA1I,0.29878501,3.94E-03
FLII,-0.30747159,3.94E-03
C2orf79,-0.35268144,3.94E-03
LIN7A,0.62447051,3.94E-03
DYNC1LI2,-0.45111734,3.94E-03
PPP1R3G,-0.38186083,3.94E-03
LAPTM4B,0.45039628,3.94E-03
ADAL,0.58681791,3.94E-03
SSH2,0.43527379,3.95E-03
ACTN2,0.34989256,3.95E-03
GAS2,0.6129111,3.95E-03
PARD6A,-0.60620315,3.95E-03
CCL27,0.35280865,3.95E-03
ZNF175,-0.40905528,3.95E-03
NUPL1,0.27677746,3.96E-03
C2orf68,-0.38096098,3.96E-03
UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9,0.23259126,3.96E-03
DDX24,0.34887929,3.96E-03
MEI1,0.29845486,3.96E-03
CDH13,-1.17683353,3.96E-03
GPR85,0.20624481,3.97E-03
BCLAF1,-1.09672814,3.97E-03
KCNK3,0.74354845,3.97E-03
HP,2.02038453,3.97E-03
LEPROT,-0.26452886,3.97E-03
CDC42,0.79389269,3.97E-03
VPS13D,-0.68059561,3.98E-03
ITGB4,-0.91955531,3.98E-03
SCAND3,0.36398286,3.98E-03
MNX1,0.17782743,3.98E-03
ABCA10,0.9644143,3.98E-03
ZNF280B,0.59299731,3.98E-03
MBP,1.64080306,3.98E-03
MPHOSPH8,0.38332834,3.99E-03
PTGES3,0.35235545,3.99E-03
BCS1L,-0.56678655,3.99E-03
LOC100288142 /// LOC200030 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF14 /// NBPF16 /// NBPF8 /// NBPF9,-0.78818998,3.99E-03
PAQR8,-1.24575663,4.00E-03
C3orf18,-0.4744158,4.00E-03
SERINC5,0.44105592,4.00E-03
ROCK1 /// ROCK1P1,-0.59711805,4.01E-03
ZC3H14,0.27289644,4.01E-03
SFRS18,0.32929845,4.01E-03
PKIG,0.69638662,4.01E-03
CREBZF,0.33719476,4.01E-03
SMARCA4,0.27396742,4.01E-03
CLOCK,0.32442863,4.01E-03
PDE3B,-0.99234425,4.02E-03
NUCKS1,0.28122197,4.02E-03
ARHGAP25,-0.83051418,4.02E-03
---,0.23665328,4.02E-03
RGS3,0.38461999,4.02E-03
C8orf41,-0.32591761,4.02E-03
FBLN1,1.33177283,4.02E-03
CYTH2,-0.42405369,4.02E-03
VEGFA,0.32412722,4.02E-03
BOD1L,0.55742978,4.02E-03
IL18,-1.05693184,4.03E-03
WSB1,-1.19990603,4.03E-03
---,0.77538258,4.03E-03
LILRA2,-0.30208074,4.03E-03
NNAT,0.21624675,4.03E-03
MAPKBP1,0.59426297,4.04E-03
TCF7,-0.4594786,4.04E-03
RBM9,0.49835797,4.04E-03
E2F5,1.07417643,4.04E-03
HYLS1,-0.54202406,4.04E-03
EPDR1,-0.58688753,4.04E-03
PCBP2,-0.44268065,4.05E-03
PRKAB1,-0.43533415,4.05E-03
MCM7,-0.49176555,4.05E-03
MAEL,0.62246145,4.05E-03
MAST4,0.24828948,4.05E-03
PODNL1,1.09898641,4.06E-03
FMO1,0.60527094,4.06E-03
FRMD4A,-0.96438069,4.06E-03
MED26,-0.35427007,4.06E-03
GPR161,-0.60298158,4.06E-03
IRAK1,-0.60273801,4.07E-03
HSFY1 /// HSFY2,0.21937145,4.07E-03
SPNS3,-0.39398129,4.07E-03
THAP11,-0.40112285,4.07E-03
LPCAT1,0.63665824,4.08E-03
EGR1,-2.11392398,4.08E-03
FAM178A,-0.49651507,4.08E-03
STEAP4,0.52313764,4.08E-03
RRP8,0.4149141,4.09E-03
CNTLN,-0.6460673,4.09E-03
LILRA2,-0.5844577,4.09E-03
ZNF292,-0.30671602,4.09E-03
BTNL9,1.35257253,4.09E-03
CCL4L1 /// CCL4L2,-1.45082054,4.09E-03
CNPY4,-0.5891388,4.10E-03
PPP3CB,0.72782124,4.10E-03
EIF3B,0.32875718,4.10E-03
TSTA3,0.38998623,4.10E-03
NCKAP1,0.37619081,4.10E-03
CAMK2N2,1.1213867,4.10E-03
EMP3,-0.74486862,4.10E-03
HIST1H4D,0.19330331,4.11E-03
FOXL1,1.53138976,4.11E-03
KCNK2,0.20277708,4.11E-03
SLCO4A1,0.28104081,4.11E-03
SH3GLB2,0.74941533,4.11E-03
SCD,-0.4237421,4.12E-03
LRRC40,-0.49153394,4.12E-03
ZMYM1,-0.34101746,4.12E-03
RBM23,-0.32263468,4.12E-03
MRPL28,0.31531746,4.13E-03
SESN3,0.92644592,4.13E-03
SFRP1,-2.24202634,4.13E-03
ZNF555,-0.58336686,4.14E-03
SLC30A10,0.19467795,4.14E-03
SP100,-0.48990764,4.14E-03
PTGS1,-0.84873575,4.14E-03
PLXDC1,0.79647208,4.14E-03
GINS1,-0.90529925,4.14E-03
LDLRAP1,0.71836476,4.14E-03
CAPRIN1,-0.47643393,4.14E-03
PRR16,-1.16690934,4.15E-03
SLAIN2,0.58826913,4.15E-03
KIAA0100,-0.2879909,4.15E-03
MRE11A,-0.50170673,4.15E-03
FKTN,-0.61097116,4.15E-03
NRXN2,0.98429365,4.16E-03
ENTPD4,-0.41679056,4.16E-03
EGR1,-1.83021416,4.16E-03
HS6ST2,1.15290062,4.17E-03
RPS19,-0.24980147,4.17E-03
PNKD,1.19378962,4.17E-03
BET1L,0.37817834,4.17E-03
C11orf54,-0.4987144,4.17E-03
PILRB,0.74466149,4.17E-03
SERGEF,-0.45107186,4.17E-03
CSNK1A1,-0.57653594,4.18E-03
C15orf41,-0.39759219,4.18E-03
WDR19,0.56516391,4.18E-03
VPS4B,-0.26770924,4.18E-03
ECD,0.24441793,4.19E-03
MAP4K5,-0.79410374,4.19E-03
SLC37A3,0.45481847,4.19E-03
TOB1,0.68230643,4.19E-03
HSPD1,0.70098034,4.19E-03
SLC17A9,-0.87117377,4.19E-03
SART3,0.3441594,4.19E-03
CDKL3 /// PPP2CA,0.50180256,4.20E-03
DNALI1,-0.81525624,4.20E-03
VWDE,0.84241171,4.20E-03
NPR 1.00,0.29528895,4.20E-03
RPS6,0.20569218,4.20E-03
NUP133,-0.45349267,4.20E-03
DZIP3,-0.25826971,4.20E-03
GTF3A,-0.45265026,4.21E-03
TPCN2,-0.52375612,4.21E-03
MRPL2,0.34184624,4.21E-03
ZFC3H1,0.29516842,4.21E-03
CP110,0.34692334,4.21E-03
FAM83H,-0.68280642,4.21E-03
LILRB4,-0.73665712,4.21E-03
DEXI,0.35899416,4.21E-03
C1D,-0.38336342,4.21E-03
MSN,-0.42506932,4.21E-03
CX3CL1,1.60442339,4.22E-03
SLIT1,1.29241029,4.22E-03
HYOU1,0.63491181,4.22E-03
TTYH1,-1.79030176,4.22E-03
C2orf88,-2.07983933,4.22E-03
KIF2A,-0.41401272,4.22E-03
SH3GL2,0.289908,4.23E-03
RERE,-0.32131391,4.23E-03
URB1,0.43341252,4.23E-03
ELF3,0.43498712,4.24E-03
GALNT14,0.33694351,4.24E-03
FAM49A,-1.05815504,4.24E-03
GFAP,3.12640402,4.24E-03
RORB,0.22883311,4.24E-03
TMCC2,0.41109585,4.24E-03
ANAPC11,-0.25003411,4.25E-03
ZNF596,-0.39356602,4.25E-03
WFDC2,1.24031434,4.26E-03
TBC1D5,-0.30083489,4.26E-03
TTF1,0.31704711,4.26E-03
DMRT2,0.23979858,4.26E-03
APOD,1.04862141,4.26E-03
C11orf45,-0.62244214,4.26E-03
KDM3B,-0.33747523,4.27E-03
BANK1,-0.52225776,4.28E-03
RREB1,0.2497679,4.28E-03
RASSF7,0.71457227,4.28E-03
FOXP1,0.41978716,4.28E-03
ZFAND5,-1.18031807,4.28E-03
UBB,0.69461976,4.29E-03
CDADC1,-0.70903566,4.29E-03
LACTB2,0.47390254,4.30E-03
TMED3,-0.74751819,4.30E-03
VSIG4,-1.25705093,4.30E-03
CYFIP1,-0.39903657,4.30E-03
VEGFA,1.20418591,4.31E-03
ADAMTS8,-2.25323136,4.31E-03
BACH2,-1.00057764,4.32E-03
LDHA,0.58066318,4.33E-03
CNPY1,0.19413469,4.33E-03
ACADS,-0.49103414,4.33E-03
ZNF230,-0.39567888,4.33E-03
C5orf24,-0.46599175,4.33E-03
ARFGEF2,0.36474785,4.34E-03
LRIT1,0.2122548,4.34E-03
CDKL3,0.40355426,4.34E-03
LRIG3,0.33041695,4.34E-03
CSTF3,0.74783818,4.34E-03
NAP1L1,0.30450936,4.34E-03
CRYZ,-0.82293353,4.34E-03
RAB24,0.48730448,4.34E-03
CLECL1,-0.88394361,4.35E-03
TCEA3,1.32069544,4.36E-03
AMAC1L3,-0.21381103,4.36E-03
SMARCC2,0.23676495,4.36E-03
WIPF1,-0.76628742,4.36E-03
CKB,1.2337448,4.36E-03
C19orf28,-0.70466983,4.36E-03
IFT57,0.30539709,4.36E-03
UBR5,0.2728551,4.36E-03
NIT1,0.40811375,4.36E-03
C11orf90,-0.39229929,4.37E-03
PDGFA,-0.52314482,4.37E-03
TTLL9,0.47467502,4.37E-03
AGPAT4,0.83974215,4.37E-03
IGFN1,0.23026566,4.37E-03
CCNT2,-0.29925199,4.38E-03
KIAA1715,0.33402382,4.38E-03
RPUSD4,0.32425396,4.38E-03
POU2F1,0.32617437,4.38E-03
ROCK2,0.3377056,4.38E-03
RBM3,-0.96819963,4.39E-03
CALN1,0.26329259,4.39E-03
PER1,-0.62304332,4.39E-03
PRKD3,-0.32114364,4.39E-03
LCLAT1,-0.60605265,4.39E-03
ERCC5,-0.43100147,4.39E-03
AMDHD2,-0.88998027,4.40E-03
BZW2,0.62118416,4.40E-03
ULK3,-0.32548055,4.40E-03
PHACTR2,1.00532461,4.40E-03
MRPL52,0.44005679,4.40E-03
PCDHGB5,0.24116843,4.40E-03
USP24,-0.48193503,4.40E-03
DDX27,0.292919,4.41E-03
YARS,0.60177412,4.41E-03
GFAP,3.10629779,4.41E-03
FLI1,-0.60252955,4.42E-03
DDX56,0.36031055,4.42E-03
RPL35A,0.58650162,4.42E-03
GSTA1,0.28313078,4.43E-03
GOLGA8A /// GOLGA8B /// LOC100292334,-0.47945346,4.43E-03
---,-0.84788854,4.43E-03
FYCO1,0.29069582,4.44E-03
ZNF681,-0.27400941,4.44E-03
GJC1,-0.79527763,4.44E-03
BAT1,0.29844044,4.44E-03
SEMA5B,0.32218376,4.44E-03
FKBP4,0.72248158,4.45E-03
OMD,1.92042129,4.45E-03
VNN 1.00,-0.21567974,4.45E-03
HLA-DOA,-1.2091182,4.45E-03
ATG2B,-0.28962137,4.45E-03
SEMA4D,0.36015606,4.45E-03
PPFIBP1,0.43943331,4.45E-03
GTF3A,-0.36177455,4.45E-03
CCDC115,-0.44806827,4.45E-03
CHMP6,-0.34928874,4.45E-03
P2RY8,-1.42689646,4.46E-03
SSH2,-0.73069193,4.46E-03
C15orf39,-0.39707787,4.46E-03
FBXO11,-0.59182535,4.46E-03
FZD8,-0.93479854,4.47E-03
SLC35D1,-0.31820032,4.47E-03
PWP1,-0.38584487,4.47E-03
CTNNB1,0.43587701,4.47E-03
SFTPC,0.28878346,4.47E-03
IL10RB,-0.51297841,4.48E-03
ZFAND5,-1.82263471,4.48E-03
ANXA5,-0.72812508,4.49E-03
RIMS1,0.30872939,4.49E-03
NELF,0.36030125,4.49E-03
CUL4B,-0.32071759,4.49E-03
---,0.64219541,4.49E-03
PIGQ,0.3607719,4.49E-03
TOB1,0.48426163,4.50E-03
KIAA1210,0.20201186,4.50E-03
CXCR4,-1.48087858,4.50E-03
CYP1B1,0.22692302,4.50E-03
SCN9A,-1.68924872,4.50E-03
SEC24C,-0.50103033,4.50E-03
TIGD1,0.5651534,4.50E-03
C12orf72,-0.46655052,4.50E-03
ZNF329,-0.42151681,4.50E-03
PPM1A,-0.30554178,4.51E-03
SRRD,-0.4697347,4.51E-03
FGD5,0.83111964,4.51E-03
CTNNA2,-0.76754506,4.51E-03
TTLL12,0.38991199,4.51E-03
AGPAT4,0.59467267,4.52E-03
LILRP2,0.26697342,4.52E-03
FGD5,0.95222186,4.52E-03
CREB5,-0.71022445,4.53E-03
NRXN2,0.74780761,4.54E-03
VPS53,0.31616529,4.54E-03
C12orf48,-0.38147246,4.54E-03
ATP2B3,0.70123264,4.54E-03
PAK2,-0.37043468,4.54E-03
ARL 16.00,-0.23482564,4.55E-03
ATF7IP,-0.88108646,4.55E-03
LAMP2,-0.66219799,4.55E-03
RAB39B,0.32689463,4.55E-03
PTPRG,0.86293423,4.55E-03
NDUFC1,0.22031902,4.55E-03
BCL9L,0.47065228,4.55E-03
HEXA,-0.41313483,4.55E-03
BAZ1A,-0.6004922,4.55E-03
HMMR,-0.7002115,4.55E-03
GLI3,-0.77360112,4.55E-03
A4GALT,0.19296538,4.55E-03
ESRRG,-0.45089002,4.55E-03
SAMD14,0.87241609,4.56E-03
IFT57,0.50541333,4.56E-03
UBR3,-0.36899384,4.56E-03
ZNF665,-0.4492005,4.57E-03
MBP,1.53776397,4.57E-03
CNTNAP4,1.12533347,4.57E-03
BIRC3,-1.19646027,4.57E-03
NEK2,0.20656836,4.57E-03
PTCRA,0.38952983,4.57E-03
KIAA2026,-0.42305343,4.58E-03
SRD5A1,-0.33974672,4.58E-03
MAGED2,0.90876477,4.58E-03
MAP3K9,0.5807489,4.59E-03
ECM1,0.31676698,4.60E-03
TIMM17B,0.24397288,4.60E-03
JMJD1C,0.24864471,4.60E-03
CCDC22,-0.30540611,4.60E-03
TOP2A,-0.66657486,4.60E-03
BTBD1,-0.23748647,4.60E-03
